101000, 0.002257, -10.300000
102000, 0.002274, -10.300000
103000, 0.002255, -10.400000
104000, 0.002173, -10.400000
105000, 0.002100, -10.400000
106000, 0.002080, -9.900000
107000, 0.002069, -9.900000
108000, 0.002056, -10.400000
109000, 0.002056, -10.400000
110000, 0.002039, -9.400000
111000, 0.002025, -9.400000
112000, 0.002023, -10.000000
113000, 0.002013, -10.000000
114000, 0.002020, -10.000000
115000, 0.002027, -10.000000
116000, 0.002021, -9.700000
117000, 0.002015, -9.700000
118000, 0.002016, -9.700000
119000, 0.002012, -9.500000
120000, 0.002000, -9.500000
121000, 0.001990, -8.600000
122000, 0.001984, -8.600000
123000, 0.001984, -8.600000
124000, 0.001974, -8.100000
125000, 0.001977, -8.100000
126000, 0.001978, -8.900000
127000, 0.001967, -10.300000
128000, 0.001968, -10.300000
129000, 0.001963, -10.300000
130000, 0.001957, -10.500000
131000, 0.001950, -10.500000
132000, 0.001949, -10.800000
133000, 0.001944, -10.800000
134000, 0.001947, -11.000000
135000, 0.001951, -11.000000
136000, 0.001954, -11.200000
137000, 0.001954, -11.200000
138000, 0.001953, -11.900000
139000, 0.001948, -12.500000
140000, 0.001954, -12.500000
141000, 0.001950, -13.500000
142000, 0.001954, -13.500000
143000, 0.001953, -14.000000
144000, 0.001952, -14.000000
145000, 0.001949, -13.800000
146000, 0.001945, -13.800000
147000, 0.001949, -13.100000
148000, 0.001948, -13.100000
149000, 0.001947, -13.100000
150000, 0.001943, -13.300000
151000, 0.001962, -13.300000
152000, 0.001979, -13.900000
153000, 0.001996, -13.400000
154000, 0.002009, -13.400000
155000, 0.002020, -13.600000
156000, 0.002031, -13.600000
157000, 0.002040, -13.600000
158000, 0.002047, -12.400000
159000, 0.002055, -12.400000
160000, 0.002060, -10.100000
161000, 0.002064, -10.100000
162000, 0.002073, -10.100000
163000, 0.002080, -9.800000
164000, 0.002082, -9.800000
165000, 0.002087, -9.500000
166000, 0.002093, -9.900000
167000, 0.002100, -9.900000
168000, 0.002104, -9.900000
169000, 0.002113, -9.200000
170000, 0.002118, -9.200000
171000, 0.002122, -9.200000
172000, 0.002128, -9.200000
173000, 0.002133, -8.700000
174000, 0.002132, -8.700000
175000, 0.002135, -8.700000
176000, 0.002138, -8.100000
177000, 0.002139, -8.100000
178000, 0.002142, -7.800000
179000, 0.002144, -7.800000
180000, 0.002147, -8.800000
181000, 0.002149, -8.800000
182000, 0.002152, -8.800000
183000, 0.002153, -9.400000
184000, 0.002153, -9.400000
185000, 0.002153, -9.000000
186000, 0.002157, -9.000000
187000, 0.002161, -9.000000
188000, 0.002165, -8.400000
189000, 0.002167, -8.400000
190000, 0.002169, -8.400000
191000, 0.002173, -7.200000
192000, 0.002177, -7.200000
193000, 0.002176, -7.200000
194000, 0.002179, -7.000000
195000, 0.002181, -7.000000
196000, 0.002184, -7.000000
197000, 0.002184, -7.000000
198000, 0.002186, -7.000000
199000, 0.002186, -6.600000
200000, 0.002189, -6.600000
201000, 0.002202, -6.600000
202000, 0.002215, -5.700000
203000, 0.002226, -5.700000
204000, 0.002234, -5.400000
205000, 0.002244, -5.400000
206000, 0.002255, -5.100000
207000, 0.002262, -5.100000
208000, 0.002270, -5.100000
209000, 0.002278, -5.900000
210000, 0.002286, -5.900000
211000, 0.002294, -6.100000
212000, 0.002298, -6.100000
213000, 0.002301, -6.700000
214000, 0.002308, -6.700000
215000, 0.002318, -6.700000
216000, 0.002322, -6.700000
217000, 0.002325, -6.600000
218000, 0.002328, -6.600000
219000, 0.002333, -6.900000
220000, 0.002340, -6.900000
221000, 0.002345, -6.900000
222000, 0.002348, -5.900000
223000, 0.002354, -5.900000
224000, 0.002356, -5.900000
225000, 0.002359, -6.200000
226000, 0.002365, -6.200000
227000, 0.002369, -7.300000
228000, 0.002372, -7.300000
229000, 0.002377, -7.300000
230000, 0.002378, -7.000000
231000, 0.002381, -7.000000
232000, 0.002387, -6.800000
233000, 0.002390, -6.800000
234000, 0.002394, -6.800000
235000, 0.002397, -7.100000
236000, 0.002398, -7.100000
237000, 0.002402, -7.400000
238000, 0.002410, -7.400000
239000, 0.002414, -7.100000
240000, 0.002418, -7.100000
241000, 0.002422, -8.500000
242000, 0.002425, -8.500000
243000, 0.002428, -8.500000
244000, 0.002431, -8.200000
245000, 0.002434, -8.200000
246000, 0.002437, -9.000000
247000, 0.002438, -9.000000
248000, 0.002441, -9.000000
249000, 0.002443, -9.100000
250000, 0.002445, -9.100000
251000, 0.002453, -8.600000
252000, 0.002460, -8.600000
253000, 0.002468, -9.500000
254000, 0.002478, -10.500000
255000, 0.002486, -10.500000
256000, 0.002494, -10.500000
257000, 0.002501, -10.600000
258000, 0.002504, -10.600000
